date,type,wine,bottle,sourceType,sourceName,drinkFrom,drinkUntil,note
2025-01-18,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-s,,,,,Earthier than I remembered. Good with the mushroom pasta.
2025-02-27,assess,farm-on-golden-hill-chardonnay-2022,,critic,Northwest Cellar Notes,2024,2034,"April frost, small crop, high quality."
2025-02-28,consume,brooks-riesling-2016,brooks-riesling-2016-f,,,,,"Off-dry, lime and petrol. Excellent."
2025-03-04,consume,lodi-assorted-zinfandel-2019,lodi-assorted-zinfandel-2019-b,,,,,"Jammy, high alcohol, exactly what it says."
2025-03-05,assess,lodi-assorted-zinfandel-2019,,personal,me,2021,2026,Reassessed after opening one.
2025-03-05,consume,brooks-riesling-2018,brooks-riesling-2018-c,,,,,"Off-dry, lime and petrol. Excellent."
2025-03-10,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-a,,winery club,,,
2025-03-10,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-b,,winery club,,,
2025-03-10,acquire,vitis-ridge-marechal-foch-2024,vitis-ridge-marechal-foch-2024-a,,winery club,,,
2025-03-10,acquire,vitis-ridge-marechal-foch-2024,vitis-ridge-marechal-foch-2024-b,,winery club,,,
2025-03-10,acquire,vitis-ridge-pinot-noir-2023,vitis-ridge-pinot-noir-2023-a,,winery club,,,
2025-03-10,acquire,vitis-ridge-pinot-noir-2023,vitis-ridge-pinot-noir-2023-b,,winery club,,,
2025-03-12,assess,vitis-ridge-pinot-noir-2023,,producer,Vitis Ridge,2025,2028,"Release notes. Warm, large crop, approachable."
2025-03-12,assess,vitis-ridge-rose-of-pinot-noir-2024,,producer,Vitis Ridge,2025,2028,"Release notes. Even season, balanced."
2025-03-17,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-e,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2025-03-18,assess,brooks-pinot-noir-2015,,personal,me,2020,2029,Reassessed after opening one.
2025-03-19,acquire,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-a,,winery club,,,
2025-03-19,acquire,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-b,,winery club,,,
2025-03-19,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-a,,winery club,,,
2025-03-19,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-b,,winery club,,,
2025-03-19,acquire,paradis-vineyards-riesling-2024,paradis-vineyards-riesling-2024-a,,winery club,,,
2025-03-19,acquire,paradis-vineyards-riesling-2024,paradis-vineyards-riesling-2024-b,,winery club,,,
2025-03-22,acquire,lodi-assorted-zinfandel-2015,lodi-assorted-zinfandel-2015-b,,grocery store,,,
2025-04-05,assess,farm-on-golden-hill-rose-2024,,personal,me,2025,2026,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-04-06,consume,brooks-riesling-2014,brooks-riesling-2014-i,,,,,
2025-04-12,assess,paradis-vineyards-pinot-noir-2023,,producer,Paradis Vineyards,2025,2028,"Release notes. Warm, large crop, approachable."
2025-04-15,consume,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-b,,,,,"Nutty, rounding out."
2025-04-18,acquire,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-a,,winery club,,,
2025-04-18,acquire,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-b,,winery club,,,
2025-04-18,acquire,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-a,,winery club,,,
2025-04-18,acquire,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-b,,winery club,,,
2025-04-18,acquire,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-a,,winery club,,,
2025-04-18,acquire,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-b,,winery club,,,
2025-04-18,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-j,,,,,Earthier than I remembered. Good with the mushroom pasta.
2025-04-25,consume,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-b,,,,,
2025-04-26,assess,farm-on-golden-hill-chardonnay-2022,,personal,me,2024,2025,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-05-02,consume,brooks-riesling-2018,brooks-riesling-2018-d,,,,,Great acid. Held up better than expected.
2025-05-02,consume,vitis-ridge-riesling-2022,vitis-ridge-riesling-2022-d,,,,,Honeyed now. Turning the corner but lovely.
2025-05-05,assess,farm-on-golden-hill-pinot-noir-2022,,personal,me,2024,2024,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-05-12,assess,vitis-ridge-pinot-gris-2024,,producer,Vitis Ridge,2025,2029,"Release notes. Even season, balanced."
2025-05-15,assess,paradis-vineyards-pinot-gris-2021,,critic,The Vintner's Ledger,2022,2029,Retrospective tasting. More life left than earlier notes suggested.
2025-05-19,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-m,,,,,Silky. Drinking well right now.
2025-05-19,consume,brooks-riesling-2015,brooks-riesling-2015-f,,,,,Honeyed now. Turning the corner but lovely.
2025-05-26,consume,paradis-vineyards-pinot-gris-2023,paradis-vineyards-pinot-gris-2023-b,,,,,Pear and citrus. Crisp.
2025-05-27,assess,paradis-vineyards-pinot-gris-2023,,personal,me,2024,2028,Reassessed after opening one.
2025-05-28,consume,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-a,,,,,Big and chewy. Needs food.
2025-05-29,assess,vitis-ridge-tannin-s-blend-2022,,personal,me,2024,2030,Reassessed after opening one.
2025-06-01,consume,california-assorted-cabernet-sauvignon-2020,california-assorted-cabernet-sauvignon-2020-a,,,,,
2025-06-01,consume,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-b,,,,,"Losing its edge, a bit flabby."
2025-06-02,assess,california-assorted-cabernet-sauvignon-2020,,personal,me,2023,2029,Reassessed after opening one.
2025-06-02,assess,vitis-ridge-pinot-gris-2022,,personal,me,2023,2026,Reassessed after opening one.
2025-06-06,consume,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-d,,,,,"Blackberry, a little smoke. Good burger wine."
2025-06-09,consume,paradis-vineyards-pinot-gris-2023,paradis-vineyards-pinot-gris-2023-c,,,,,
2025-06-11,acquire,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-c,,winery club,,,
2025-06-11,acquire,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-d,,winery club,,,
2025-06-11,acquire,paradis-vineyards-pinot-gris-2024,paradis-vineyards-pinot-gris-2024-a,,winery club,,,
2025-06-11,acquire,paradis-vineyards-pinot-gris-2024,paradis-vineyards-pinot-gris-2024-b,,winery club,,,
2025-06-11,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-c,,winery club,,,
2025-06-11,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-d,,winery club,,,
2025-06-12,assess,farm-on-golden-hill-pinot-noir-2023,,producer,Farm on Golden Hill,2025,2028,"Release notes. Warm, large crop, approachable."
2025-06-12,assess,farm-on-golden-hill-riesling-2024,,producer,Farm on Golden Hill,2029,2039,"Release notes. Even season, balanced."
2025-06-12,assess,farm-on-golden-hill-rose-2024,,producer,Farm on Golden Hill,2025,2028,"Release notes. Even season, balanced."
2025-06-12,assess,st-josef-s-pinot-noir-2023,,producer,St. Josef's,2025,2028,"Release notes. Warm, large crop, approachable."
2025-06-12,assess,vitis-ridge-fortissimo-2023,,producer,Vitis Ridge,2026,2039,"Release notes. Warm, large crop, approachable."
2025-06-20,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-c,,winery club,,,
2025-06-20,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-d,,winery club,,,
2025-06-20,acquire,vitis-ridge-pinot-noir-2023,vitis-ridge-pinot-noir-2023-c,,winery club,,,
2025-06-20,acquire,vitis-ridge-pinot-noir-2023,vitis-ridge-pinot-noir-2023-d,,winery club,,,
2025-06-20,acquire,vitis-ridge-riesling-2024,vitis-ridge-riesling-2024-a,,winery club,,,
2025-06-20,acquire,vitis-ridge-riesling-2024,vitis-ridge-riesling-2024-b,,winery club,,,
2025-06-20,consume,brooks-riesling-2019,brooks-riesling-2019-c,,,,,Honeyed now. Turning the corner but lovely.
2025-06-21,consume,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-b,,,,,Fading. Drink the rest soon.
2025-06-22,assess,farm-on-golden-hill-pinot-noir-2023,,personal,me,2025,2025,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-07-01,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-e,,,,,
2025-07-03,consume,brooks-riesling-2019,brooks-riesling-2019-d,,,,,"Off-dry, lime and petrol. Excellent."
2025-07-07,consume,brooks-riesling-2020,brooks-riesling-2020-l,,,,,Great acid. Held up better than expected.
2025-07-07,consume,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-b,,,,,Flat. Too old for a rose.
2025-07-08,consume,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-e,,,,,Settling down nicely.
2025-07-12,assess,vitis-ridge-riesling-2024,,producer,Vitis Ridge,2029,2039,"Release notes. Even season, balanced."
2025-07-13,assess,farm-on-golden-hill-riesling-2023,,personal,me,2028,2028,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-07-13,consume,brooks-riesling-2017,brooks-riesling-2017-a,,,,,"Off-dry, lime and petrol. Excellent."
2025-08-11,assess,farm-on-golden-hill-riesling-2024,,personal,me,2029,2029,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-08-12,assess,paradis-vineyards-riesling-2024,,producer,Paradis Vineyards,2029,2039,"Release notes. Even season, balanced."
2025-08-20,acquire,lodi-assorted-zinfandel-2024,lodi-assorted-zinfandel-2024-a,,grocery store,,,
2025-08-22,acquire,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-c,,winery club,,,
2025-08-22,acquire,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-d,,winery club,,,
2025-08-22,acquire,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-c,,winery club,,,
2025-08-22,acquire,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-d,,winery club,,,
2025-08-22,acquire,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-c,,winery club,,,
2025-08-22,acquire,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-d,,winery club,,,
2025-09-06,consume,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-c,,,,,Should have listened to myself. Thin and drying. Three left.
2025-09-08,consume,brooks-riesling-2019,brooks-riesling-2019-h,,,,,Still tastes young. Years left in this.
2025-09-09,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-e,,winery club,,,
2025-09-09,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-f,,winery club,,,
2025-09-09,acquire,vitis-ridge-pinot-gris-2024,vitis-ridge-pinot-gris-2024-a,,winery club,,,
2025-09-09,acquire,vitis-ridge-pinot-gris-2024,vitis-ridge-pinot-gris-2024-b,,winery club,,,
2025-09-09,acquire,vitis-ridge-rose-of-pinot-noir-2024,vitis-ridge-rose-of-pinot-noir-2024-a,,winery club,,,
2025-09-09,acquire,vitis-ridge-rose-of-pinot-noir-2024,vitis-ridge-rose-of-pinot-noir-2024-b,,winery club,,,
2025-09-09,assess,farm-on-golden-hill-rose-2023,,personal,me,2024,2025,"Same peanut note as the others. Roasted, oily, sits on the finish. Not going to improve with time. Drink or pour out."
2025-09-10,consume,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-f,,,,,"Blackberry, a little smoke. Good burger wine."
2025-09-12,assess,paradis-vineyards-marechal-foch-2024,,producer,Paradis Vineyards,2025,2028,"Release notes. Even season, balanced."
2025-09-12,assess,paradis-vineyards-pinot-gris-2024,,producer,Paradis Vineyards,2025,2029,"Release notes. Even season, balanced."
2025-09-12,assess,vitis-ridge-marechal-foch-2024,,producer,Vitis Ridge,2025,2028,"Release notes. Even season, balanced."
2025-09-14,assess,farm-on-golden-hill-chardonnay-2022,,personal,me,2024,2024,"Cancelled the club today. Lovely place to sit, wine I do not reach for."
2025-09-19,acquire,paradis-vineyards-pinot-gris-2024,paradis-vineyards-pinot-gris-2024-c,,winery club,,,
2025-09-19,acquire,paradis-vineyards-pinot-gris-2024,paradis-vineyards-pinot-gris-2024-d,,winery club,,,
2025-09-19,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-e,,winery club,,,
2025-09-19,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-f,,winery club,,,
2025-09-19,acquire,paradis-vineyards-riesling-2024,paradis-vineyards-riesling-2024-c,,winery club,,,
2025-09-19,acquire,paradis-vineyards-riesling-2024,paradis-vineyards-riesling-2024-d,,winery club,,,
2025-09-27,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-f,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2025-10-22,acquire,st-josef-s-pinot-noir-2023,st-josef-s-pinot-noir-2023-a,,winery club,,,
2025-10-22,acquire,st-josef-s-pinot-noir-2023,st-josef-s-pinot-noir-2023-b,,winery club,,,
2025-11-04,consume,california-assorted-cabernet-sauvignon-2020,california-assorted-cabernet-sauvignon-2020-b,,,,,Cassis and cedar. Solid.
2025-11-05,consume,st-josef-s-pinot-noir-2023,st-josef-s-pinot-noir-2023-a,,,,,"Opened too young. Fruit is there, structure is not resolved."
2025-11-17,assess,st-josef-s-pinot-noir-2022,,critic,The Vintner's Ledger,2024,2027,"April frost, small crop, high quality."
2025-11-18,consume,brooks-pinot-noir-2017,brooks-pinot-noir-2017-i,,,,,
2025-11-18,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-i,,,,,Silky. Drinking well right now.
2025-11-19,assess,brooks-pinot-noir-2019,,personal,me,2024,2032,Reassessed after opening one.
2025-11-22,consume,brooks-riesling-2014,brooks-riesling-2014-c,,,,,Great acid. Held up better than expected.
2025-11-24,consume,farm-on-golden-hill-rose-2023,farm-on-golden-hill-rose-2023-a,,,,,
2025-11-25,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-i,,,,,Opened up after an hour. Cranberry and dried herb.
2025-12-04,consume,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-d,,,,,Fading. Drink the rest soon.
2025-12-05,assess,paradis-vineyards-marechal-foch-2024,,personal,me,2025,2026,Reassessed after opening one.
2025-12-05,consume,brooks-riesling-2019,brooks-riesling-2019-j,,,,,Still tastes young. Years left in this.
2025-12-06,assess,brooks-riesling-2019,,personal,me,2024,2032,Reassessed after opening one.
2025-12-06,consume,lodi-assorted-zinfandel-2020,lodi-assorted-zinfandel-2020-a,,,,,"Jammy, high alcohol, exactly what it says."
2025-12-07,assess,vitis-ridge-marechal-foch-2024,,critic,Cascadia Wine Review,2025,2029,"Even season, balanced."
2025-12-07,consume,brooks-riesling-2016,brooks-riesling-2016-l,,,,,Still tastes young. Years left in this.
2025-12-08,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-h,,,,,Earthier than I remembered. Good with the mushroom pasta.
2025-12-11,acquire,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-e,,winery club,,,
2025-12-11,acquire,paradis-vineyards-marechal-foch-2024,paradis-vineyards-marechal-foch-2024-f,,winery club,,,
2025-12-11,acquire,paradis-vineyards-pinot-gris-2024,paradis-vineyards-pinot-gris-2024-e,,winery club,,,
2025-12-11,acquire,paradis-vineyards-pinot-gris-2024,paradis-vineyards-pinot-gris-2024-f,,winery club,,,
2025-12-11,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-g,,winery club,,,
2025-12-11,acquire,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-h,,winery club,,,
2025-12-11,assess,vitis-ridge-rose-of-pinot-noir-2024,,critic,The Vintner's Ledger,2025,2027,"Even season, balanced."
2025-12-12,consume,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-c,,,,,
2025-12-13,assess,vitis-ridge-pinot-gris-2024,,critic,Northwest Cellar Notes,2025,2031,"Even season, balanced."
2025-12-13,consume,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-f,,,,,
2025-12-14,assess,farm-on-golden-hill-chardonnay-2022,,personal,me,2024,2031,Reassessed after opening one.
2025-12-16,acquire,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-e,,winery club,,,
2025-12-16,acquire,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-f,,winery club,,,
2025-12-16,acquire,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-e,,winery club,,,
2025-12-16,acquire,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-f,,winery club,,,
2025-12-16,acquire,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-e,,winery club,,,
2025-12-16,acquire,farm-on-golden-hill-rose-2024,farm-on-golden-hill-rose-2024-f,,winery club,,,
2025-12-22,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-g,,winery club,,,
2025-12-22,acquire,vitis-ridge-fortissimo-2023,vitis-ridge-fortissimo-2023-h,,winery club,,,
2025-12-22,acquire,vitis-ridge-marechal-foch-2024,vitis-ridge-marechal-foch-2024-c,,winery club,,,
2025-12-22,acquire,vitis-ridge-marechal-foch-2024,vitis-ridge-marechal-foch-2024-d,,winery club,,,
2025-12-22,acquire,vitis-ridge-pinot-noir-2023,vitis-ridge-pinot-noir-2023-e,,winery club,,,
2025-12-22,acquire,vitis-ridge-pinot-noir-2023,vitis-ridge-pinot-noir-2023-f,,winery club,,,
2025-12-22,consume,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-c,,,,,
2025-12-26,assess,vitis-ridge-marechal-foch-2021,,critic,Northwest Cellar Notes,2022,2031,Retrospective tasting. More life left than earlier notes suggested.
2025-12-28,consume,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-b,,,,,"Blackberry, a little smoke. Good burger wine."
2026-01-01,consume,brooks-riesling-2020,brooks-riesling-2020-h,,,,,Still tastes young. Years left in this.
2026-01-02,assess,brooks-riesling-2020,,personal,me,2025,2036,Reassessed after opening one.
2026-01-19,consume,brooks-riesling-2021,brooks-riesling-2021-l,,,,,Honeyed now. Turning the corner but lovely.
2026-02-02,consume,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-f,,,,,Pear and citrus. Crisp.
2026-02-13,consume,paradis-vineyards-pinot-noir-2023,paradis-vineyards-pinot-noir-2023-d,,,,,
2026-03-11,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-c,,,,,"Bright acid, light on its feet."
2026-03-12,acquire,paradis-vineyards-marechal-foch-2025,paradis-vineyards-marechal-foch-2025-a,,winery club,,,
2026-03-12,acquire,paradis-vineyards-marechal-foch-2025,paradis-vineyards-marechal-foch-2025-b,,winery club,,,
2026-03-12,acquire,paradis-vineyards-pinot-gris-2025,paradis-vineyards-pinot-gris-2025-a,,winery club,,,
2026-03-12,acquire,paradis-vineyards-pinot-gris-2025,paradis-vineyards-pinot-gris-2025-b,,winery club,,,
2026-03-12,acquire,paradis-vineyards-riesling-2025,paradis-vineyards-riesling-2025-a,,winery club,,,
2026-03-12,acquire,paradis-vineyards-riesling-2025,paradis-vineyards-riesling-2025-b,,winery club,,,
2026-03-12,assess,paradis-vineyards-riesling-2025,,producer,Paradis Vineyards,2030,2040,"Release notes. Early picks, fruit forward."
2026-03-12,assess,vitis-ridge-pinot-gris-2025,,producer,Vitis Ridge,2026,2029,"Release notes. Early picks, fruit forward."
2026-03-12,consume,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-f,,,,,"Off-dry, lime and petrol. Excellent."
2026-03-12,consume,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-f,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2026-03-16,acquire,lodi-assorted-zinfandel-2025,lodi-assorted-zinfandel-2025-a,,grocery store,,,
2026-03-19,acquire,vitis-ridge-fortissimo-2024,vitis-ridge-fortissimo-2024-a,,winery club,,,
2026-03-19,acquire,vitis-ridge-fortissimo-2024,vitis-ridge-fortissimo-2024-b,,winery club,,,
2026-03-19,acquire,vitis-ridge-pinot-gris-2025,vitis-ridge-pinot-gris-2025-a,,winery club,,,
2026-03-19,acquire,vitis-ridge-pinot-gris-2025,vitis-ridge-pinot-gris-2025-b,,winery club,,,
2026-03-19,acquire,vitis-ridge-tannin-s-blend-2024,vitis-ridge-tannin-s-blend-2024-a,,winery club,,,
2026-03-19,acquire,vitis-ridge-tannin-s-blend-2024,vitis-ridge-tannin-s-blend-2024-b,,winery club,,,
2026-03-29,assess,lodi-assorted-zinfandel-2019,,critic,Pacific Vintage Quarterly,2021,2030,Retrospective tasting. More life left than earlier notes suggested.
2026-04-12,assess,paradis-vineyards-marechal-foch-2025,,producer,Paradis Vineyards,2026,2029,"Release notes. Early picks, fruit forward."
2026-04-12,assess,vitis-ridge-marechal-foch-2025,,producer,Vitis Ridge,2026,2029,"Release notes. Early picks, fruit forward."
2026-04-12,assess,vitis-ridge-pinot-noir-2024,,producer,Vitis Ridge,2026,2029,"Release notes. Even season, balanced."
2026-05-06,assess,paradis-vineyards-marechal-foch-2023,,critic,Cascadia Wine Review,2024,2030,"Warm, large crop, approachable."
2026-05-12,assess,paradis-vineyards-pinot-gris-2025,,producer,Paradis Vineyards,2026,2029,"Release notes. Early picks, fruit forward."
2026-05-13,assess,vitis-ridge-pinot-noir-2023,,critic,Cascadia Wine Review,2025,2028,"Warm, large crop, approachable."
2026-06-02,consume,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-e,,,,,
2026-06-14,consume,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-d,,,,,Still tastes young. Years left in this.
2026-06-16,acquire,paradis-vineyards-marechal-foch-2025,paradis-vineyards-marechal-foch-2025-c,,winery club,,,
2026-06-16,acquire,paradis-vineyards-marechal-foch-2025,paradis-vineyards-marechal-foch-2025-d,,winery club,,,
2026-06-16,acquire,paradis-vineyards-pinot-gris-2025,paradis-vineyards-pinot-gris-2025-c,,winery club,,,
2026-06-16,acquire,paradis-vineyards-pinot-gris-2025,paradis-vineyards-pinot-gris-2025-d,,winery club,,,
2026-06-16,acquire,paradis-vineyards-riesling-2025,paradis-vineyards-riesling-2025-c,,winery club,,,
2026-06-16,acquire,paradis-vineyards-riesling-2025,paradis-vineyards-riesling-2025-d,,winery club,,,
2026-06-18,consume,vitis-ridge-fortissimo-2024,vitis-ridge-fortissimo-2024-b,,,,,Needed a bottle for dinner and this was in front.
2026-06-19,acquire,vitis-ridge-fortissimo-2024,vitis-ridge-fortissimo-2024-c,,winery club,,,
2026-06-19,acquire,vitis-ridge-fortissimo-2024,vitis-ridge-fortissimo-2024-d,,winery club,,,
2026-06-19,acquire,vitis-ridge-marechal-foch-2025,vitis-ridge-marechal-foch-2025-a,,winery club,,,
2026-06-19,acquire,vitis-ridge-marechal-foch-2025,vitis-ridge-marechal-foch-2025-b,,winery club,,,
2026-06-19,acquire,vitis-ridge-pinot-noir-2024,vitis-ridge-pinot-noir-2024-a,,winery club,,,
2026-06-19,acquire,vitis-ridge-pinot-noir-2024,vitis-ridge-pinot-noir-2024-b,,winery club,,,
2026-06-21,consume,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-e,,,,,Still tastes young. Years left in this.
2026-06-22,assess,vitis-ridge-marechal-foch-2025,,critic,Pacific Vintage Quarterly,2026,2030,"Early picks, fruit forward."
2026-06-26,consume,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-c,,,,,Still tastes young. Years left in this.
2026-06-26,consume,vitis-ridge-fortissimo-2021,vitis-ridge-fortissimo-2021-b,,,,,
2026-06-27,assess,vitis-ridge-fortissimo-2021,,personal,me,2024,2037,Reassessed after opening one.
2026-07-02,assess,paradis-vineyards-pinot-noir-2023,,critic,The Vintner's Ledger,2025,2027,"Warm, large crop, approachable."
2026-07-05,consume,brooks-riesling-2017,brooks-riesling-2017-h,,,,,Great acid. Held up better than expected.
2026-07-06,assess,brooks-riesling-2017,,personal,me,2022,2030,Reassessed after opening one.
2026-07-08,consume,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-b,,,,,"Off-dry, lime and petrol. Excellent."
2026-07-09,assess,paradis-vineyards-riesling-2021,,personal,me,2026,2034,Reassessed after opening one.
2026-07-09,consume,brooks-riesling-2020,brooks-riesling-2020-g,,,,,"Off-dry, lime and petrol. Excellent."
2026-07-10,consume,farm-on-golden-hill-pinot-noir-2023,farm-on-golden-hill-pinot-noir-2023-d,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2026-07-12,assess,paradis-vineyards-pinot-noir-2024,,producer,Paradis Vineyards,2026,2029,"Release notes. Even season, balanced."
2026-07-12,assess,vitis-ridge-tannin-s-blend-2024,,producer,Vitis Ridge,2026,2034,"Release notes. Even season, balanced."
2026-07-13,consume,brooks-riesling-2021,brooks-riesling-2021-h,,,,,Honeyed now. Turning the corner but lovely.
2026-07-14,consume,brooks-riesling-2020,brooks-riesling-2020-j,,,,,Honeyed now. Turning the corner but lovely.
2026-07-18,consume,brooks-riesling-2021,brooks-riesling-2021-g,,,,,
2026-07-22,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-d,,,,,
2026-08-05,consume,st-josef-s-pinot-noir-2022,st-josef-s-pinot-noir-2022-b,,,,,Structured. Could have waited another two years.
2026-08-07,consume,farm-on-golden-hill-riesling-2024,farm-on-golden-hill-riesling-2024-d,,,,,
2026-08-08,consume,vitis-ridge-marechal-foch-2024,vitis-ridge-marechal-foch-2024-a,,,,,Fading. Drink the rest soon.
2026-08-09,assess,vitis-ridge-marechal-foch-2024,,personal,me,2025,2029,Reassessed after opening one.
2026-08-11,consume,brooks-pinot-noir-2013,brooks-pinot-noir-2013-e,,,,,Silky. Drinking well right now.
2026-08-12,consume,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-e,,,,,"Nutty, rounding out."
2026-08-13,consume,brooks-riesling-2020,brooks-riesling-2020-c,,,,,Honeyed now. Turning the corner but lovely.
2026-08-15,consume,brooks-riesling-2021,brooks-riesling-2021-c,,,,,
2026-08-17,consume,brooks-riesling-2017,brooks-riesling-2017-c,,,,,"Off-dry, lime and petrol. Excellent."
2026-08-24,consume,brooks-riesling-2021,brooks-riesling-2021-b,,,,,Honeyed now. Turning the corner but lovely.
2026-09-03,consume,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-a,,,,,
2026-09-05,consume,brooks-riesling-2019,brooks-riesling-2019-k,,,,,"Off-dry, lime and petrol. Excellent."
2026-09-10,consume,brooks-riesling-2018,brooks-riesling-2018-a,,,,,Honeyed now. Turning the corner but lovely.
2026-09-12,assess,vitis-ridge-fortissimo-2024,,producer,Vitis Ridge,2027,2041,"Release notes. Even season, balanced."
